id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5668640009,1.0,1.0,No,Thumbnail,Cats,2195.0,542,Redondo Beach,CA,33.852,-118.3759,RentLingo,1970-01-01 00:00:01.577360355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"19715, Redbeam Avenue, Torrance, Los Angeles County, California, 90503, United States",,Los Angeles County,90503,6.260090028224639e-05,30
5668639818,1.5,3.0,No,Thumbnail,"Cats,Dogs",1250.0,1500,Newport News,VA,37.0867,-76.4941,RentLingo,1970-01-01 00:00:01.577360340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"City Center Boulevard, Mammoth Oak, Port Warwick, Newport News, Virginia, 23606, United States",Mammoth Oak,Newport News,23606,5.866712443727806e-05,30
5668639686,2.0,3.0,No,Thumbnail,None,1395.0,1650,Raleigh,NC,35.823,-78.6438,RentLingo,1970-01-01 00:00:01.577360332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Crabtree Creek Trail, Green Acres, Raleigh, Wake County, North Carolina, 27608, United States",Green Acres,Wake County,27608,0.04006986419470511,27
5668639659,1.0,2.0,No,Thumbnail,"Cats,Dogs",1600.0,820,Vacaville,CA,38.3622,-121.9712,RentLingo,1970-01-01 00:00:01.577360330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Noodle or Rice, 1347, East Monte Vista Avenue, Vacaville, Solano County, California, 95688, United States",,Solano County,95688,5.545204852364412e-05,30
5668639374,1.0,1.0,No,Thumbnail,"Cats,Dogs",975.0,624,Albuquerque,NM,35.1038,-106.611,RentLingo,1970-01-01 00:00:01.577360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1805, Richmond Drive Northeast, Netherwood Park, Albuquerque, Bernalillo County, New Mexico, 87106, United States",Netherwood Park,Bernalillo County,87106,6.927519645986142e-05,30
5668639368,1.5,2.0,No,Thumbnail,"Cats,Dogs",1250.0,965,Albuquerque,NM,35.1038,-106.611,RentLingo,1970-01-01 00:00:01.577360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1805, Richmond Drive Northeast, Netherwood Park, Albuquerque, Bernalillo County, New Mexico, 87106, United States",Netherwood Park,Bernalillo County,87106,6.927519645986142e-05,30
5668638765,2.0,2.0,No,Thumbnail,None,1600.0,1120,Hampton,VA,37.0451,-76.3664,RentLingo,1970-01-01 00:00:01.577360261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"13, Tom Jones Court, Wheatland Points, Hampton, Virginia, 23666, United States",,,23666,6.216754406038022e-05,30
5668638578,2.0,2.0,No,Thumbnail,"Cats,Dogs",1300.0,947,Lakewood,CO,39.6894,-105.1119,RentLingo,1970-01-01 00:00:01.577360247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10125, West Florida Avenue, Lakewood, Jefferson County, Colorado, 80232, United States",,Jefferson County,80232,9.99999999995449e-06,30
5668638476,1.0,2.0,No,Thumbnail,Dogs,795.0,600,Charleston,WV,38.3454,-81.6219,RentLingo,1970-01-01 00:00:01.577360239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1460, Lewis Street, East End, Charleston, Kanawha County, West Virginia, 25301, United States",,Kanawha County,25301,9.99999999995449e-06,30
5668638122,2.0,2.0,No,Thumbnail,None,2150.0,1005,Chatsworth,CA,34.2551,-118.5976,RentLingo,1970-01-01 00:00:01.577360204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10189, Canoga Avenue, Chatsworth Neighborhood Council District, Los Angeles, Los Angeles County, California, 91311, United States",,Los Angeles County,91311,9.99999999995449e-06,30
