id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5509059773,1.0,1.0,No,Yes,None,1427.0,828,Federal Way,WA,47.3045,-122.3726,RentDigs.com,1970-01-01 00:00:01.568771029,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"33127, 30th Avenue Southwest, Twin Lakes, Federal Way, King County, Washington, 98023, United States",Twin Lakes,King County,98023,5.8201724269428815e-05,30
5509059579,2.0,2.0,No,Yes,None,1165.0,1096,Cincinnati,OH,39.05,-84.3439,RentDigs.com,1970-01-01 00:00:01.568771015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Coldstream Country Club, Asbury Road, Asbury, Coldstream, Anderson Township, Hamilton County, Ohio, 45255, United States",,Hamilton County,45255,4.6595712214801516e-05,30
5509059184,2.0,2.0,No,No,"Cats,Dogs",2170.0,959,Salem,NH,42.7911,-71.2193,RentDigs.com,1970-01-01 00:00:01.568770984,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"49, Theriault Avenue, Salem Depot, Salem, Rockingham County, New Hampshire, 03079, United States",,Rockingham County,03079,9.99999999995449e-06,30
5509058990,1.0,1.0,No,Thumbnail,None,2035.0,910,Lyndhurst,NJ,40.8084,-74.1224,RentDigs.com,1970-01-01 00:00:01.568770968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"521, Fern Avenue, Lyndhurst, Bergen County, New Jersey, 07071, United States",,Bergen County,07071,9.99999999995449e-06,30
5509058946,1.0,2.0,No,Yes,"Cats,Dogs",1630.0,900,Salem,NH,42.7911,-71.2193,RentDigs.com,1970-01-01 00:00:01.568770965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"49, Theriault Avenue, Salem Depot, Salem, Rockingham County, New Hampshire, 03079, United States",,Rockingham County,03079,9.99999999995449e-06,30
5509058104,2.0,2.0,No,Yes,None,1258.0,908,Colorado Springs,CO,38.8154,-104.7779,RentDigs.com,1970-01-01 00:00:01.568770906,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"1212, Quivira Drive, Colorado Springs, El Paso County, Colorado, 80910, United States",,El Paso County,80910,6.86770428015109e-05,30
5509057748,2.0,2.0,No,Thumbnail,None,1455.0,1000,Federal Way,WA,47.3045,-122.3726,RentDigs.com,1970-01-01 00:00:01.568770879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"33127, 30th Avenue Southwest, Twin Lakes, Federal Way, King County, Washington, 98023, United States",Twin Lakes,King County,98023,5.8201724269428815e-05,30
5509057705,1.0,2.0,No,No,"Cats,Dogs",1400.0,900,Nashua,NH,42.7527,-71.4854,RentDigs.com,1970-01-01 00:00:01.568770876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"39, Houde Street, Nashua, Hillsborough County, New Hampshire, 03060, United States",,Hillsborough County,03060,5.976729991602987e-05,30
5509057492,1.0,1.0,No,Yes,None,890.0,603,Cincinnati,OH,39.05,-84.3439,RentDigs.com,1970-01-01 00:00:01.568770859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Coldstream Country Club, Asbury Road, Asbury, Coldstream, Anderson Township, Hamilton County, Ohio, 45255, United States",,Hamilton County,45255,4.6595712214801516e-05,30
5509057480,1.5,2.0,No,Thumbnail,None,1125.0,1400,Cincinnati,OH,39.05,-84.3439,RentDigs.com,1970-01-01 00:00:01.568770858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Coldstream Country Club, Asbury Road, Asbury, Coldstream, Anderson Township, Hamilton County, Ohio, 45255, United States",,Hamilton County,45255,4.6595712214801516e-05,30
