id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5509251428,1.0,1.0,No,Yes,None,2916.0,748,Pasadena,CA,34.1659,-118.1629,RentDigs.com,1970-01-01 00:00:01.568780991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1142, Forest Avenue, Pasadena, Los Angeles County, California, 91103, United States",,Los Angeles County,91103,9.99999999995449e-06,30
5509246860,1.0,1.0,No,Thumbnail,None,2491.0,539,Pasadena,CA,34.1659,-118.1629,RentDigs.com,1970-01-01 00:00:01.568780792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1142, Forest Avenue, Pasadena, Los Angeles County, California, 91103, United States",,Los Angeles County,91103,9.99999999995449e-06,30
5509246356,1.0,1.0,No,Yes,None,1425.0,682,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1970-01-01 00:00:01.568780771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"TX 114, Grapevine, Tarrant County, Texas, 76051, United States",,Tarrant County,76051,5.779888609135603e-05,30
5509245295,2.0,2.0,No,Thumbnail,None,1010.0,1258,Roswell,GA,34.0467,-84.3786,RentDigs.com,1970-01-01 00:00:01.568780717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"590, Jones Road, Pine Hurst, Roswell, Fulton County, Georgia, 30075, United States",Pine Hurst,Fulton County,30075,6.027084763862085e-05,30
5509244607,2.0,2.0,No,Thumbnail,None,1115.0,1408,Roswell,GA,34.0467,-84.3786,RentDigs.com,1970-01-01 00:00:01.568780678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"590, Jones Road, Pine Hurst, Roswell, Fulton County, Georgia, 30075, United States",Pine Hurst,Fulton County,30075,6.027084763862085e-05,30
5509240448,1.0,1.0,No,Yes,None,850.0,800,Hebron,CT,41.685,-72.404,RentDigs.com,1970-01-01 00:00:01.568780512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"123, Meeting House Road, Gilead, Hebron, Capitol Planning Region, Connecticut, 06248, United States",,Capitol Planning Region,06248,9.99999999995449e-06,30
5509232615,2.5,2.0,No,Yes,None,709.0,1150,Norman,OK,35.2314,-97.5069,RentDigs.com,1970-01-01 00:00:01.568780249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4478, Manchester Court, Brookhaven, Norman, Cleveland County, Oklahoma, 73072, United States",Brookhaven,Cleveland County,73072,9.99999999995449e-06,30
5509232316,3.5,3.0,No,Yes,None,599.0,1500,Norman,OK,35.2314,-97.5069,RentDigs.com,1970-01-01 00:00:01.568780231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4478, Manchester Court, Brookhaven, Norman, Cleveland County, Oklahoma, 73072, United States",Brookhaven,Cleveland County,73072,9.99999999995449e-06,30
5509231269,1.0,1.0,No,Yes,None,999.0,850,Norman,OK,35.2314,-97.5069,RentDigs.com,1970-01-01 00:00:01.568780170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4478, Manchester Court, Brookhaven, Norman, Cleveland County, Oklahoma, 73072, United States",Brookhaven,Cleveland County,73072,9.99999999995449e-06,30
5509231090,1.0,1.0,No,Thumbnail,"Cats,Dogs",1300.0,675,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1970-01-01 00:00:01.568780157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"30, Holohan Drive, Plainsboro Township, Middlesex County, New Jersey, 08536, United States",,Middlesex County,08536,9.99999999995449e-06,30
5509230789,1.0,1.0,No,Yes,None,1536.0,669,Renton,WA,47.4819,-122.1966,RentDigs.com,1970-01-01 00:00:01.568780137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cedar River Park Drive, Renton, King County, Washington, 98057, United States",,King County,98057,6.192492561222275e-05,30
