id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5509037029,2.0,3.0,No,Yes,None,1835.0,1196,Silver Spring,MD,39.0829,-77.0612,RentDigs.com,1970-01-01 00:00:01.568769252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"13816, Beacon Hollow Lane, Hermitage Park, Aspen Hill, Montgomery County, Maryland, 20906, United States",,Montgomery County,20906,9.99999999995449e-06,30
5509036956,2.0,2.0,No,No,None,2575.0,1390,Mount Arlington,NJ,40.9253,-74.6346,RentDigs.com,1970-01-01 00:00:01.568769247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"335, Howard Boulevard, Mount Arlington, Morris County, New Jersey, 07856, United States",,Morris County,07856,9.99999999995449e-06,30
5509036635,2.0,2.0,No,Yes,None,1557.0,1243,Alpharetta,GA,34.0299,-84.2425,RentDigs.com,1970-01-01 00:00:01.568769223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"10298, High Falls Pointe, Johns Creek, Fulton County, Georgia, 30022, United States",,Fulton County,30022,9.99999999995449e-06,30
5509036402,1.0,2.0,No,No,None,1805.0,898,Bothell,WA,47.7544,-122.1932,RentDigs.com,1970-01-01 00:00:01.568769209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"11100, Northeast 174th Street, Wayne, Bothell, King County, Washington, 98011, United States",,King County,98011,6.192492561222275e-05,30
5509036014,1.0,2.0,No,Yes,None,1250.0,1000,Taunton,MA,41.9049,-71.1027,RentDigs.com,1970-01-01 00:00:01.568769182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"10, Dana Street, Taunton, Bristol County, Massachusetts, 02780, United States",,Bristol County,02780,5.944991226057858e-05,30
5509035730,2.0,2.0,No,Yes,None,1655.0,996,Silver Spring,MD,39.0829,-77.0612,RentDigs.com,1970-01-01 00:00:01.568769164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"13816, Beacon Hollow Lane, Hermitage Park, Aspen Hill, Montgomery County, Maryland, 20906, United States",,Montgomery County,20906,9.99999999995449e-06,30
5509035426,1.0,1.0,No,Yes,None,1390.0,773,Bothell,WA,47.7544,-122.1932,RentDigs.com,1970-01-01 00:00:01.568769144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"11100, Northeast 174th Street, Wayne, Bothell, King County, Washington, 98011, United States",,King County,98011,6.192492561222275e-05,30
5509035323,1.0,1.0,No,Yes,None,2013.0,867,North Bergen,NJ,40.7925,-74.0215,RentDigs.com,1970-01-01 00:00:01.568769138,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1155, 61st Street, North Bergen, Hudson County, New Jersey, 07047, United States",,Hudson County,07047,9.99999999995449e-06,30
5509034391,1.0,2.0,No,Yes,"Cats,Dogs",1105.0,1022,Colorado Springs,CO,38.8379,-104.8378,RentDigs.com,1970-01-01 00:00:01.568769079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,"231, Hill Street, Colorado Springs, El Paso County, Colorado, 80905, United States",,El Paso County,80905,9.99999999995449e-06,30
5509034203,1.0,1.0,No,Yes,None,1470.0,960,Silver Spring,MD,39.0829,-77.0612,RentDigs.com,1970-01-01 00:00:01.568769066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"13816, Beacon Hollow Lane, Hermitage Park, Aspen Hill, Montgomery County, Maryland, 20906, United States",,Montgomery County,20906,9.99999999995449e-06,30
