id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5509257113,1.0,1.0,No,Yes,None,1499.0,911,Trenton,NJ,40.2206,-74.7174,RentDigs.com,1970-01-01 00:00:01.568781354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"237, Kuser Road, Hamilton Township, Mercer County, New Jersey, 08619, United States",,Mercer County,08619,9.99999999995449e-06,30
5509256944,2.0,2.0,No,Thumbnail,"Cats,Dogs",1158.0,926,Mansfield,TX,32.5807,-97.138,RentDigs.com,1970-01-01 00:00:01.568781344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,"560, Mockingbird Drive, Mansfield, Tarrant County, Texas, 76063, United States",,Tarrant County,76063,9.99999999995449e-06,30
5509256533,2.0,2.0,No,Yes,None,1268.0,942,Roswell,GA,34.025,-84.3128,RentDigs.com,1970-01-01 00:00:01.568781313,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Belcourt Parkway, Roswell, Fulton County, Georgia, 30076, United States",,Fulton County,30076,0.053393604180971964,26
5509256511,1.0,2.0,No,Yes,"Cats,Dogs",1150.0,919,Reisterstown,MD,39.4642,-76.8115,RentDigs.com,1970-01-01 00:00:01.568781312,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,"410, Valley Meadow Circle, Chartleytowne, Reisterstown, Baltimore County, Maryland, 21136, United States",,Baltimore County,21136,5.1411459525398906e-05,30
5509255294,2.0,2.0,No,Thumbnail,None,1480.0,1180,Roswell,GA,34.025,-84.3128,RentDigs.com,1970-01-01 00:00:01.568781227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Belcourt Parkway, Roswell, Fulton County, Georgia, 30076, United States",,Fulton County,30076,0.053393604180971964,26
5509255254,1.0,1.0,No,No,None,849.0,570,Oklahoma City,OK,35.4882,-97.5181,RentDigs.com,1970-01-01 00:00:01.568781224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"343, Northwest 18th Street, Heritage Hills, Oklahoma City, Oklahoma County, Oklahoma, 73103, United States",Heritage Hills,Oklahoma County,73103,9.99999999995449e-06,30
5509255240,2.0,2.0,No,Thumbnail,"Cats,Dogs",1858.0,1092,Mansfield,TX,32.5807,-97.138,RentDigs.com,1970-01-01 00:00:01.568781223,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"560, Mockingbird Drive, Mansfield, Tarrant County, Texas, 76063, United States",,Tarrant County,76063,9.99999999995449e-06,30
5509254947,1.0,1.0,No,Yes,None,899.0,710,Oklahoma City,OK,35.4882,-97.5181,RentDigs.com,1970-01-01 00:00:01.568781203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"343, Northwest 18th Street, Heritage Hills, Oklahoma City, Oklahoma County, Oklahoma, 73103, United States",Heritage Hills,Oklahoma County,73103,9.99999999995449e-06,30
5509254224,1.0,3.0,No,No,None,1496.0,590,Sammamish,WA,47.6302,-122.0537,RentDigs.com,1970-01-01 00:00:01.568781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sahalee Country Club, 21200, Northeast Sahalee Country Club Drive, Sahalee, Sammamish, King County, Washington, 98074, United States",Sahalee,King County,98074,6.192492561222275e-05,30
5509250760,2.0,2.0,No,No,None,1289.0,1111,Oklahoma City,OK,35.4718,-97.518,RentDigs.com,1970-01-01 00:00:01.568780956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dowell Center Downtown Parking Garage, The Underground, Central Business District, Oklahoma City, Oklahoma County, Oklahoma, 73101, United States",,Oklahoma County,73101,7.296787975886195e-05,30
5509245916,2.0,2.0,No,Yes,"Cats,Dogs",1585.0,1139,Roswell,GA,34.0467,-84.3786,RentDigs.com,1970-01-01 00:00:01.568780749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"590, Jones Road, Pine Hurst, Roswell, Fulton County, Georgia, 30075, United States",Pine Hurst,Fulton County,30075,6.027084763862085e-05,30
5509244740,2.0,2.0,No,Yes,None,2000.0,1138,Princeton,NJ,40.3663,-74.6688,RentDigs.com,1970-01-01 00:00:01.568780688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"166, Cherry Hill Road, Princeton Ridge, Princeton, Mercer County, New Jersey, 08540, United States",Princeton Ridge,Mercer County,08540,6.656519417100813e-05,30
5509244159,1.0,3.0,No,Yes,None,910.0,640,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1970-01-01 00:00:01.568780652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"TX 114, Grapevine, Tarrant County, Texas, 76051, United States",,Tarrant County,76051,5.779888609135603e-05,30
5509242707,1.0,1.0,No,No,"Cats,Dogs",1030.0,750,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1970-01-01 00:00:01.568780598,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,"TX 114, Grapevine, Tarrant County, Texas, 76051, United States",,Tarrant County,76051,5.779888609135603e-05,30
5509242290,1.0,1.0,No,Yes,"Cats,Dogs",1290.0,640,Renton,WA,47.4457,-122.1407,RentDigs.com,1970-01-01 00:00:01.568780581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"17512, 149th Avenue Southeast, Fairwood, Renton, King County, Washington, 98058, United States",,King County,98058,4.692683298995983e-05,30
5509241922,1.0,1.0,No,Yes,None,1390.0,640,Renton,WA,47.4457,-122.1407,RentDigs.com,1970-01-01 00:00:01.568780565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"17512, 149th Avenue Southeast, Fairwood, Renton, King County, Washington, 98058, United States",,King County,98058,4.692683298995983e-05,30
5509240137,1.0,1.0,No,Yes,None,1159.0,819,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1970-01-01 00:00:01.568780495,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,"TX 114, Grapevine, Tarrant County, Texas, 76051, United States",,Tarrant County,76051,5.779888609135603e-05,30
5509239758,1.0,1.0,No,No,"Cats,Dogs",1462.0,722,Renton,WA,47.4457,-122.1407,RentDigs.com,1970-01-01 00:00:01.568780478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"17512, 149th Avenue Southeast, Fairwood, Renton, King County, Washington, 98058, United States",,King County,98058,4.692683298995983e-05,30
