id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5121874265,1.0,2.0,No,Yes,None,2000.0,1026,Middle Village,NY,40.7159,-73.8841,RentDigs.com,1970-01-01 00:00:01.544236633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"64-09, 71st Street, Middle Village, Queens, Queens County, City of New York, New York, 11379, United States",Middle Village,Queens County,11379,9.175936522464359e-05,30
5121874197,1.0,1.0,No,Yes,None,1250.0,712,Pompano Beach,FL,26.248,-80.2094,RentDigs.com,1970-01-01 00:00:01.544236626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1632, Northwest 63rd Avenue, Margate, Broward County, Florida, 33063, United States",,Broward County,33063,9.99999999995449e-06,30
5121857419,1.0,1.0,No,Yes,None,1020.0,531,Chicago,IL,42.0078,-87.6703,RentDigs.com,1970-01-01 00:00:01.544234770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1615, West Morse Avenue, Glenwood Arts District, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",Glenwood Arts District,Cook County,60626,8.51537346455637e-05,30
5121856454,2.0,2.0,No,Yes,None,2400.0,842,Corona,NY,40.7483,-73.8523,RentDigs.com,1970-01-01 00:00:01.544234651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Rocket Park, Avenue of Science, Queens, Queens County, City of New York, New York, 11368, United States",,Queens County,11368,9.175936522464359e-05,30
5121854127,1.0,1.0,No,Yes,"Cats,Dogs",1760.0,978,Hollywood,FL,25.9781,-80.3302,RentDigs.com,1970-01-01 00:00:01.544234422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"Southwest 33rd Street, Miramar, Broward County, Florida, 33027, United States",,Broward County,33027,0.05339410925459675,26
5121853693,2.0,2.0,No,Yes,None,1499.0,1082,Hollywood,FL,25.9781,-80.3302,RentDigs.com,1970-01-01 00:00:01.544234371,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Southwest 33rd Street, Miramar, Broward County, Florida, 33027, United States",,Broward County,33027,0.05339410925459675,26
5121850670,1.0,1.0,No,Yes,"Cats,Dogs",894.0,788,Summerville,SC,33.0135,-80.2006,RentDigs.com,1970-01-01 00:00:01.544234062,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"574, Parkwood Drive, Shephard Park, Summerville, Dorchester County, South Carolina, 29483, United States",,Dorchester County,29483,9.99999999995449e-06,30
5121845677,1.0,1.0,No,Yes,"Cats,Dogs",2029.0,738,Camarillo,CA,34.2309,-119.0227,RentDigs.com,1970-01-01 00:00:01.544233555,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,"3521, Corona Street, Camarillo, Ventura County, California, 93010, United States",,Ventura County,93010,9.99999999995449e-06,30
5121844883,1.0,1.0,No,Yes,"Cats,Dogs",1608.0,1001,Hollywood,FL,25.9929,-80.2742,RentDigs.com,1970-01-01 00:00:01.544233472,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,"1793, Southwest 97th Terrace, Miramar, Broward County, Florida, 33025, United States",,Broward County,33025,9.99999999995449e-06,30
5121841776,2.0,2.0,No,Yes,"Cats,Dogs",850.0,960,Fenton,MI,42.815,-83.7152,RentDigs.com,1970-01-01 00:00:01.544233115,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,"14414, Swanee Beach Drive, Fenton, Genesee County, Michigan, 48430, United States",,Genesee County,48430,9.99999999995449e-06,30
