id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5198113651,1.0,2.0,No,Thumbnail,"Cats,Dogs",910.0,871,Sierra Vista,AZ,31.529,-110.2588,RentDigs.com,1970-01-01 00:00:01.550837615,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,"El Mercado Loop, The Mall at Sierra Vista, Sierra Vista, Cochise County, Arizona, 85635, United States",,Cochise County,85635,5.655985351334428e-05,30
5198110084,2.0,2.0,No,Thumbnail,None,1549.0,1040,Saint Petersburg,FL,27.8761,-82.6481,RentDigs.com,1970-01-01 00:00:01.550837485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"116th Circle North, Saint Petersburg, Pinellas County, Florida, 33716, United States",,Pinellas County,33716,0.05340011215381091,26
5198108667,1.0,3.0,No,Thumbnail,None,1575.0,1000,Woodbridge,VA,38.6301,-77.2726,RentDigs.com,1970-01-01 00:00:01.550837440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"F Street, Featherstone, Woodbridge, Prince William County, Virginia, 22191, United States",,Prince William County,22191,0.0400503234912642,27
5198108027,2.0,2.0,No,Thumbnail,"Cats,Dogs",1290.0,1123,Garland,TX,32.9677,-96.6615,RentDigs.com,1970-01-01 00:00:01.550837412,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,"Maple Ridge Trail, Garland, Dallas County, Texas, 75044, United States",,Dallas County,75044,0.040061857785915915,27
5198097175,2.0,2.0,No,Thumbnail,"Cats,Dogs",1220.0,983,Asheville,NC,35.6358,-82.5585,RentDigs.com,1970-01-01 00:00:01.550836992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"Midland Road, Asheville, Buncombe County, North Carolina, 28804, United States",,Buncombe County,28804,0.05339806439307237,26
5198092920,1.0,1.0,No,Thumbnail,Cats,1730.0,733,Vienna,VA,38.9266,-77.2624,RentDigs.com,1970-01-01 00:00:01.550836809,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,"1712, Besley Road, Wolf Trap, Fairfax County, Virginia, 22182, United States",,Fairfax County,22182,5.413977264052823e-05,30
5198090340,1.0,1.0,No,Thumbnail,None,1237.0,971,Louisville,KY,38.2652,-85.4929,RentDigs.com,1970-01-01 00:00:01.550836708,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"1730, Aiken Road, Avoca, Louisville, Jefferson County, Kentucky, 40245, United States",,Jefferson County,40245,7.196688792243865e-05,30
5198086151,2.0,3.0,No,Thumbnail,None,1499.0,1232,Goodyear,AZ,33.4811,-112.3545,RentDigs.com,1970-01-01 00:00:01.550836551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"North 137th Avenue, Avondale, Maricopa County, Arizona, 85395, United States",,Maricopa County,85395,5.544899671926478e-05,30
5198084954,2.0,2.0,No,Thumbnail,None,2380.0,1388,Atlanta,GA,33.7848,-84.3922,RentDigs.com,1970-01-01 00:00:01.550836491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sonesta Select Atlanta Midtown Georgia Tech, 1132, Techwood Drive Northwest, Home Park, Atlanta, Fulton County, Georgia, 30318, United States",Home Park,Fulton County,30318,7.908064393067854e-05,30
5198084363,2.0,2.0,No,Thumbnail,None,1075.0,1092,Louisville,KY,38.3024,-85.5836,RentDigs.com,1970-01-01 00:00:01.550836465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"9001, Brownsboro Road, Manor Creek, Louisville, Jefferson County, Kentucky, 40241, United States",,Jefferson County,40241,7.196688792243865e-05,30
5198084021,1.0,2.0,No,Thumbnail,"Cats,Dogs",1647.0,1039,Vienna,VA,38.8997,-77.2909,RentDigs.com,1970-01-01 00:00:01.550836452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9928, Lindel Lane, Oakton, Fairfax County, Virginia, 22181, United States",,Fairfax County,22181,5.413977264052823e-05,30
5198079243,1.0,1.0,No,Thumbnail,"Cats,Dogs",1047.0,796,Avondale,AZ,33.4802,-111.3066,RentDigs.com,1970-01-01 00:00:01.550836289,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,"Indian Spring, Peters Trail #105, Maricopa County, Arizona, United States",,Maricopa County,,3.000152590214416e-05,30
5198077925,1.0,1.0,No,Thumbnail,None,1229.0,832,Chesapeake,VA,36.7434,-76.2257,RentDigs.com,1970-01-01 00:00:01.550836236,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,"Walmart Neighborhood Market, 473, Kempsville Road, Plantation Lakes, Chesapeake, Virginia, 23320, United States",Plantation Lakes,,23320,6.031815060650061e-05,30
5198075610,1.0,1.0,No,Thumbnail,Cats,750.0,615,Omaha,NE,41.241,-95.9639,RentDigs.com,1970-01-01 00:00:01.550836133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1959, South 35th Street, Omaha, Douglas County, Nebraska, 68105, United States",,Douglas County,68105,9.99999999995449e-06,30
5198074042,1.0,1.0,No,Thumbnail,None,1745.0,710,Vienna,VA,38.8967,-77.2551,RentDigs.com,1970-01-01 00:00:01.550836062,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"803, Park Street Southeast, Vienna, Fairfax County, Virginia, 22180, United States",,Fairfax County,22180,5.434119172956462e-05,30
5198065315,1.0,1.0,No,Thumbnail,None,1325.0,589,Palm Springs,CA,33.8556,-116.5643,RentDigs.com,1970-01-01 00:00:01.550835789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Tramway Road, Palm Springs, Riverside County, California, 92262, United States",,Riverside County,92262,0.053397389944304534,26
5198064984,2.0,2.0,No,Thumbnail,"Cats,Dogs",1299.0,910,Louisville,KY,38.2559,-85.514,RentDigs.com,1970-01-01 00:00:01.550835776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"800, North English Station Road, Middletown, Jefferson County, Kentucky, 40223, United States",,Jefferson County,40223,5.201419089031842e-05,30
5198064088,1.0,2.0,No,Thumbnail,None,1309.0,1016,Atlanta,GA,33.7757,-84.399,RentDigs.com,1970-01-01 00:00:01.550835747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Georgia Tech, PATH Parkway, Atlanta, Fulton County, Georgia, 30332, United States",,Fulton County,30332,0.5679246007967709,30
5198063892,1.0,1.0,No,Thumbnail,None,1005.0,460,Palm Springs,CA,33.8556,-116.5643,RentDigs.com,1970-01-01 00:00:01.550835741,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Tramway Road, Palm Springs, Riverside County, California, 92262, United States",,Riverside County,92262,0.053397389944304534,26
5198063176,2.0,2.0,No,Thumbnail,"Cats,Dogs",1220.0,967,Henrico,VA,37.6322,-77.5452,RentDigs.com,1970-01-01 00:00:01.550835718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2408, Homeview Drive, Henrico County, Virginia, 23294, United States",,Henrico County,23294,4.3543907835462234e-05,30
5198063102,1.0,1.0,No,Thumbnail,None,1169.0,851,Atlanta,GA,33.7311,-84.4096,RentDigs.com,1970-01-01 00:00:01.550835716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"875, Oakhill Avenue Southwest, Pittsburgh, Atlanta, Fulton County, Georgia, 30310, United States",Pittsburgh,Fulton County,30310,7.908064393067854e-05,30
5198061318,1.5,2.0,No,Thumbnail,"Cats,Dogs",1943.0,980,Springfield,VA,38.7464,-77.2371,RentDigs.com,1970-01-01 00:00:01.550835670,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"7797, Newington Woods Drive, Newington, Springfield, Fairfax County, Virginia, 22153, United States",,Fairfax County,22153,5.123750667577657e-05,30
5198061179,1.0,2.0,No,Thumbnail,"Cats,Dogs",1225.0,945,Henrico,VA,37.6322,-77.5452,RentDigs.com,1970-01-01 00:00:01.550835665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2408, Homeview Drive, Henrico County, Virginia, 23294, United States",,Henrico County,23294,4.3543907835462234e-05,30
5198061076,2.0,2.0,No,Thumbnail,"Cats,Dogs",1299.0,910,Louisville,KY,38.2559,-85.514,RentDigs.com,1970-01-01 00:00:01.550835662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"800, North English Station Road, Middletown, Jefferson County, Kentucky, 40223, United States",,Jefferson County,40223,5.201419089031842e-05,30
